,Res_Txn_Same,Ship_Res_Same,Time,Country of Transaction_United Kingdom,Shipping Address_United Kingdom,Country of Residence_United Kingdom,Entry Mode_PIN,Amount,Entry Mode_CVC,Entry Mode_Tap,Merchant Group_Children
29314,1.0,0.0,0.8695652173913043,1,0,1,1,0.125,0,0,0
59969,1.0,1.0,0.9565217391304348,1,1,1,0,0.015,0,1,0
55748,1.0,1.0,0.6956521739130435,1,1,1,1,0.4675,0,0,0
26036,1.0,1.0,0.9565217391304348,1,1,1,0,0.5225,1,0,0
59457,1.0,0.0,0.7826086956521738,1,0,1,0,0.0225,0,1,1
11742,1.0,1.0,0.43478260869565216,1,1,1,0,0.2275,1,0,0
78591,1.0,1.0,0.43478260869565216,0,0,0,1,0.505,0,0,0
573,1.0,1.0,0.43478260869565216,0,0,0,0,0.0475,0,1,1
37635,1.0,1.0,0.8260869565217391,0,0,0,1,0.905,0,0,0
86356,1.0,1.0,0.5217391304347826,1,1,1,0,0.075,1,0,0
25477,1.0,1.0,0.5217391304347826,1,1,1,0,0.04,0,1,0
94557,1.0,1.0,0.43478260869565216,1,1,1,0,0.065,1,0,0
42489,1.0,1.0,0.3913043478260869,1,1,1,0,0.0475,1,0,0
54114,1.0,1.0,0.4782608695652174,1,1,1,1,0.065,0,0,0
35954,1.0,1.0,0.8260869565217391,0,0,0,0,0.0475,0,1,0
82181,1.0,1.0,0.43478260869565216,1,1,1,1,0.6775,0,0,0
87124,1.0,1.0,0.5652173913043478,1,1,1,0,0.435,1,0,0
96859,1.0,1.0,0.9565217391304348,1,1,1,1,0.0775,0,0,0
59477,1.0,1.0,0.3913043478260869,0,0,0,1,0.065,0,0,1
49835,1.0,1.0,0.6521739130434783,1,1,1,0,0.8775000000000001,1,0,0
80719,1.0,1.0,0.5652173913043478,1,1,1,1,0.9500000000000001,0,0,0
35361,0.0,0.0,1.0,0,0,1,1,0.7225,0,0,0
55673,1.0,1.0,0.4782608695652174,0,0,0,0,0.0575,1,0,0
28136,1.0,1.0,0.5217391304347826,1,1,1,1,0.0175,0,0,0
70684,1.0,1.0,0.34782608695652173,1,1,1,0,0.8200000000000001,1,0,0
42159,1.0,1.0,0.34782608695652173,1,1,1,0,0.0525,1,0,1
57083,1.0,1.0,0.9565217391304348,1,1,1,1,0.81,0,0,0
89506,1.0,1.0,0.3913043478260869,0,0,0,1,0.18,0,0,0
87487,1.0,0.0,0.5217391304347826,1,0,1,0,0.0725,1,0,0
48895,1.0,1.0,0.9565217391304348,1,1,1,0,0.1475,1,0,0
47697,1.0,1.0,0.7391304347826086,1,1,1,1,0.315,0,0,0
545,1.0,1.0,0.5217391304347826,0,0,0,1,0.2325,0,0,0
68072,1.0,1.0,0.34782608695652173,0,0,0,0,0.505,1,0,0
64352,1.0,0.0,0.5217391304347826,1,0,1,0,0.02,0,1,0
97089,1.0,1.0,0.3913043478260869,0,0,0,0,0.625,1,0,0
98742,1.0,1.0,0.8695652173913043,1,1,1,0,0.0125,1,0,0
69295,1.0,1.0,0.9130434782608695,1,1,1,0,0.055,0,1,0
68290,1.0,1.0,0.9130434782608695,0,0,0,1,0.675,0,0,0
60615,0.0,0.0,0.4782608695652174,0,0,1,1,0.15,0,0,0
8903,1.0,1.0,0.7826086956521738,1,1,1,0,0.0125,0,1,0
87449,1.0,1.0,0.5652173913043478,1,1,1,0,0.7875,1,0,0
60329,1.0,1.0,0.8260869565217391,1,1,1,0,0.0125,0,1,0
36523,1.0,1.0,0.9565217391304348,1,1,1,0,0.0675,1,0,0
9430,1.0,1.0,0.6086956521739131,1,1,1,0,0.9,1,0,0
49713,1.0,1.0,0.43478260869565216,1,1,1,1,0.0375,0,0,0
19017,1.0,1.0,0.7826086956521738,1,1,1,1,0.035,0,0,0
58932,1.0,0.0,0.7391304347826086,1,0,1,1,0.09,0,0,0
47842,1.0,1.0,0.4782608695652174,1,1,1,1,0.3725,0,0,0
36641,1.0,1.0,0.5652173913043478,0,0,0,1,0.04,0,0,1
24190,1.0,1.0,0.6086956521739131,1,1,1,1,0.55,0,0,0
90078,0.0,0.0,0.8695652173913043,0,0,1,0,0.0725,0,1,0
96344,1.0,1.0,0.8695652173913043,0,0,0,1,0.9275,0,0,0
81863,1.0,1.0,0.9130434782608695,0,0,0,0,0.0625,0,1,0
86227,1.0,1.0,0.7391304347826086,1,1,1,0,0.0475,1,0,0
29187,1.0,1.0,0.4782608695652174,1,1,1,1,0.05,0,0,0
70389,1.0,1.0,0.7391304347826086,1,1,1,1,0.3525,0,0,0
33859,1.0,1.0,0.30434782608695654,1,1,1,0,0.0425,1,0,0
25993,1.0,1.0,0.43478260869565216,0,0,0,0,0.0475,1,0,0
80238,1.0,0.0,0.7826086956521738,0,1,0,1,0.17250000000000001,0,0,0
62572,0.0,0.0,0.8695652173913043,0,0,1,1,0.34750000000000003,0,0,0
98754,1.0,0.0,0.34782608695652173,1,0,1,0,0.015,0,1,0
16199,1.0,1.0,1.0,1,1,1,0,0.05,1,0,1
93176,1.0,1.0,0.43478260869565216,1,1,1,1,0.7125,0,0,0
99447,0.0,0.0,0.2608695652173913,0,0,1,0,0.065,0,1,0
8828,0.0,0.0,0.08695652173913043,0,0,1,1,0.03,0,0,0
98530,1.0,1.0,0.43478260869565216,0,0,0,0,0.075,1,0,0
45553,1.0,1.0,0.4782608695652174,1,1,1,0,0.98,1,0,0
14281,1.0,0.0,0.6956521739130435,1,0,1,0,0.755,1,0,0
86485,1.0,1.0,0.7826086956521738,1,1,1,1,0.04,0,0,0
77829,1.0,1.0,0.5652173913043478,1,1,1,0,0.0525,1,0,0
20249,1.0,1.0,0.9130434782608695,1,1,1,0,0.075,0,1,0
23185,1.0,1.0,0.6521739130434783,1,1,1,0,0.05,0,1,0
93667,1.0,1.0,0.9565217391304348,1,1,1,0,0.3775,1,0,0
29065,1.0,1.0,0.4782608695652174,1,1,1,1,0.6575,0,0,0
45339,1.0,1.0,0.43478260869565216,0,0,0,0,0.525,1,0,0
37223,1.0,0.0,0.8260869565217391,1,0,1,1,0.0725,0,0,0
63097,1.0,1.0,0.7826086956521738,0,0,0,1,0.185,0,0,0
20151,1.0,1.0,0.43478260869565216,0,0,0,1,0.8075,0,0,0
85091,0.0,0.0,0.2608695652173913,0,0,1,0,0.76,1,0,0
9510,1.0,0.0,0.6521739130434783,1,0,1,0,0.8775000000000001,1,0,0
74321,1.0,1.0,0.5652173913043478,1,1,1,1,0.835,0,0,0
7134,1.0,1.0,0.9130434782608695,1,1,1,1,0.04,0,0,0
30898,1.0,1.0,0.6521739130434783,1,1,1,1,0.0725,0,0,1
36597,1.0,0.0,0.9565217391304348,1,0,1,0,0.4625,1,0,0
87678,1.0,1.0,0.43478260869565216,1,1,1,1,0.105,0,0,0
17883,1.0,1.0,0.9130434782608695,1,1,1,1,0.8325,0,0,0
35127,1.0,1.0,0.9565217391304348,0,0,0,1,0.1625,0,0,0
63995,1.0,1.0,0.3913043478260869,1,1,1,1,0.0225,0,0,0
59828,1.0,1.0,0.7391304347826086,1,1,1,0,0.0475,0,1,1
50215,1.0,1.0,0.5217391304347826,0,0,0,1,0.335,0,0,1
72432,1.0,1.0,0.43478260869565216,0,0,0,0,0.845,1,0,1
36383,1.0,1.0,0.3913043478260869,1,1,1,1,0.535,0,0,0
99960,1.0,1.0,0.4782608695652174,0,0,0,0,0.06,1,0,0
32674,1.0,1.0,1.0,1,1,1,1,0.41500000000000004,0,0,0
30177,1.0,1.0,0.34782608695652173,1,1,1,1,0.985,0,0,0
41302,1.0,1.0,0.43478260869565216,1,1,1,0,0.04,0,1,0
56582,1.0,1.0,0.6086956521739131,1,1,1,1,0.225,0,0,0
74729,1.0,1.0,0.34782608695652173,1,1,1,1,0.0325,0,0,0
71570,1.0,1.0,0.6956521739130435,0,0,0,1,0.92,0,0,0
76952,1.0,1.0,0.9130434782608695,1,1,1,1,0.05,0,0,0
37766,1.0,1.0,0.30434782608695654,0,0,0,1,0.0525,0,0,0
75493,1.0,1.0,1.0,1,1,1,1,0.0175,0,0,0
4232,1.0,1.0,0.6956521739130435,0,0,0,0,0.05,0,1,0
66465,1.0,1.0,0.9565217391304348,1,1,1,1,0.8225,0,0,0
35153,1.0,1.0,0.5652173913043478,1,1,1,1,0.0725,0,0,0
18522,1.0,1.0,0.9130434782608695,1,1,1,0,0.0425,1,0,1
27355,1.0,1.0,0.7826086956521738,1,1,1,1,0.03,0,0,1
5675,1.0,1.0,0.5217391304347826,1,1,1,0,0.0275,1,0,0
54332,1.0,1.0,0.6521739130434783,1,1,1,0,0.855,1,0,0
55642,1.0,1.0,1.0,1,1,1,1,0.10250000000000001,0,0,0
43930,1.0,0.0,0.6086956521739131,1,0,1,0,0.0175,0,1,1
80968,1.0,0.0,0.3913043478260869,1,0,1,1,0.04,0,0,0
38291,1.0,1.0,1.0,1,1,1,0,0.045,1,0,0
71672,1.0,1.0,0.6086956521739131,1,1,1,0,0.03,0,1,0
20137,1.0,1.0,0.6086956521739131,1,1,1,1,0.255,0,0,0
77103,1.0,1.0,0.5217391304347826,1,1,1,0,0.0575,0,1,0
6603,1.0,1.0,0.8695652173913043,1,1,1,0,0.0525,1,0,1
92580,1.0,1.0,0.9565217391304348,1,1,1,0,0.0325,1,0,0
15464,1.0,1.0,0.6086956521739131,1,1,1,0,0.7725,1,0,0
77364,1.0,1.0,0.6521739130434783,1,1,1,1,0.105,0,0,0
28576,1.0,1.0,0.34782608695652173,1,1,1,1,0.33,0,0,0
17553,1.0,1.0,0.7391304347826086,1,1,1,0,0.045,1,0,1
73078,1.0,1.0,0.9565217391304348,1,1,1,1,0.7975,0,0,0
75446,0.0,0.0,0.30434782608695654,0,0,1,1,0.9625,0,0,0
60169,1.0,1.0,1.0,0,0,0,1,0.1625,0,0,0
59469,1.0,1.0,0.9565217391304348,1,1,1,0,0.04,1,0,0
98041,1.0,1.0,0.6956521739130435,1,1,1,1,0.5650000000000001,0,0,0
13080,1.0,1.0,0.43478260869565216,1,1,1,0,0.8125,1,0,0
5918,1.0,1.0,0.5652173913043478,0,0,0,0,0.3525,1,0,0
25907,1.0,1.0,0.30434782608695654,1,1,1,0,0.2275,1,0,1
55982,0.0,0.0,0.8695652173913043,0,0,1,0,0.1125,1,0,0
92879,1.0,0.0,0.6521739130434783,1,0,1,0,0.8975,1,0,0
95780,1.0,1.0,0.7391304347826086,0,0,0,1,0.04,0,0,0
66345,1.0,1.0,0.3913043478260869,1,1,1,0,0.0525,0,1,0
29381,1.0,1.0,0.4782608695652174,1,1,1,0,0.0125,0,1,1
53933,1.0,1.0,0.6521739130434783,1,1,1,1,0.0375,0,0,0
97260,1.0,1.0,0.3913043478260869,1,1,1,0,0.99,1,0,0
76519,1.0,0.0,0.7826086956521738,1,0,1,0,0.0675,0,1,0
14311,1.0,1.0,0.5652173913043478,0,0,0,0,0.025,1,0,0
18349,1.0,0.0,0.9565217391304348,1,0,1,1,0.1275,0,0,0
54336,1.0,1.0,0.6956521739130435,1,1,1,1,0.0725,0,0,1
13979,1.0,1.0,1.0,0,0,0,1,0.4225,0,0,0
78495,1.0,1.0,0.30434782608695654,1,1,1,0,0.9025,1,0,0
63337,1.0,1.0,0.9565217391304348,1,1,1,0,0.05,1,0,0
67229,1.0,1.0,1.0,1,1,1,1,0.32,0,0,0
72532,0.0,0.0,0.43478260869565216,0,0,1,0,0.2925,1,0,0
5433,0.0,0.0,0.8695652173913043,0,0,1,0,0.0725,0,1,0
56615,1.0,1.0,0.4782608695652174,0,0,0,0,0.0625,0,1,0
89107,1.0,1.0,0.30434782608695654,0,0,0,1,0.4025,0,0,0
31858,1.0,1.0,0.9565217391304348,1,1,1,1,0.9025,0,0,0
50996,1.0,1.0,0.5217391304347826,1,1,1,1,0.0625,0,0,0
53570,1.0,1.0,0.6086956521739131,1,1,1,0,0.6900000000000001,1,0,0
70486,1.0,1.0,0.6956521739130435,1,1,1,0,0.0675,0,1,0
66472,1.0,1.0,0.5217391304347826,0,0,0,1,0.20500000000000002,0,0,0
14811,1.0,0.0,0.7826086956521738,1,0,1,1,0.865,0,0,0
14418,1.0,1.0,0.4782608695652174,1,1,1,0,0.28250000000000003,1,0,0
64568,1.0,1.0,0.34782608695652173,1,1,1,1,0.07,0,0,0
10562,1.0,1.0,0.5652173913043478,1,1,1,0,0.025,0,1,0
8586,1.0,1.0,0.4782608695652174,1,1,1,0,0.0275,0,1,0
91083,1.0,1.0,0.5217391304347826,1,1,1,1,0.6375000000000001,0,0,0
98337,1.0,1.0,0.34782608695652173,1,1,1,1,0.26,0,0,0
94397,1.0,1.0,0.6086956521739131,1,1,1,1,0.055,0,0,0
77131,1.0,1.0,0.4782608695652174,1,1,1,1,0.1825,0,0,0
88617,1.0,1.0,0.6521739130434783,1,1,1,0,0.065,0,1,0
10565,1.0,1.0,1.0,1,1,1,0,0.34,1,0,0
50698,0.0,0.0,0.21739130434782608,0,0,1,0,0.0725,0,1,0
29278,1.0,0.0,0.9130434782608695,1,0,1,0,0.0175,0,1,0
38582,1.0,1.0,0.5652173913043478,1,1,1,0,0.06,0,1,1
2660,1.0,1.0,0.5652173913043478,1,1,1,1,0.67,0,0,0
91471,1.0,1.0,0.30434782608695654,0,0,0,1,0.8250000000000001,0,0,0
20658,1.0,1.0,0.43478260869565216,1,1,1,1,0.455,0,0,0
88294,1.0,1.0,0.9565217391304348,1,1,1,1,0.8875000000000001,0,0,0
57289,0.0,0.0,1.0,0,0,1,1,0.9925,0,0,0
24297,1.0,1.0,1.0,1,1,1,1,0.0425,0,0,0
35035,1.0,1.0,0.3913043478260869,1,1,1,0,0.0125,1,0,0
1978,1.0,1.0,0.34782608695652173,1,1,1,0,0.025,1,0,0
2115,1.0,1.0,0.5217391304347826,1,1,1,0,0.06,0,1,1
5860,1.0,1.0,0.6956521739130435,0,0,0,0,0.0225,0,1,0
71049,0.0,0.0,0.13043478260869565,0,0,1,1,0.065,0,0,0
13091,1.0,1.0,0.7391304347826086,1,1,1,1,0.76,0,0,0
22767,1.0,1.0,0.34782608695652173,1,1,1,1,0.045,0,0,0
76800,0.0,0.0,0.6956521739130435,0,0,1,1,0.075,0,0,0
43918,1.0,1.0,0.8695652173913043,1,1,1,0,0.23500000000000001,1,0,0
49056,1.0,0.0,0.34782608695652173,1,0,1,0,0.07,0,1,0
97445,1.0,1.0,0.6086956521739131,0,0,0,0,0.0325,1,0,0
64954,1.0,1.0,0.6956521739130435,1,1,1,1,0.05,0,0,0
88077,1.0,1.0,0.5652173913043478,1,1,1,1,0.765,0,0,0
81553,1.0,1.0,0.6956521739130435,1,1,1,0,0.15,1,0,0
94850,1.0,1.0,0.7826086956521738,1,1,1,1,0.04,0,0,0
69303,1.0,1.0,0.8260869565217391,0,0,0,0,0.0525,0,1,0
88841,1.0,1.0,0.8260869565217391,1,1,1,1,0.645,0,0,0
45663,1.0,1.0,0.8260869565217391,1,1,1,1,0.5075000000000001,0,0,0
87716,1.0,1.0,0.5217391304347826,1,1,1,0,0.985,1,0,0
83849,1.0,1.0,0.30434782608695654,1,1,1,0,0.03,1,0,0
66257,1.0,1.0,0.6956521739130435,1,1,1,0,0.0125,1,0,0
23330,1.0,1.0,0.43478260869565216,1,1,1,0,0.075,0,1,0
32150,1.0,1.0,0.7826086956521738,0,0,0,0,0.0675,0,1,1
70170,1.0,1.0,1.0,1,1,1,1,0.555,0,0,0
81620,1.0,1.0,0.6956521739130435,1,1,1,1,0.0325,0,0,0
72801,1.0,1.0,0.34782608695652173,1,1,1,1,0.515,0,0,0
86177,1.0,1.0,0.5652173913043478,1,1,1,0,0.525,1,0,0
29625,1.0,1.0,0.8260869565217391,1,1,1,1,0.07,0,0,0
2051,1.0,1.0,0.34782608695652173,1,1,1,0,0.65,1,0,0
49265,1.0,1.0,0.5217391304347826,1,1,1,0,0.0175,1,0,0
23721,1.0,1.0,0.8695652173913043,1,1,1,0,0.0125,1,0,0
72993,1.0,1.0,0.7391304347826086,1,1,1,1,0.06,0,0,1
30361,1.0,0.0,0.6956521739130435,1,0,1,0,0.055,1,0,0
86514,1.0,1.0,0.5652173913043478,1,1,1,0,0.6425,1,0,0
3664,1.0,1.0,0.9130434782608695,1,1,1,1,0.3875,0,0,0
53668,1.0,0.0,0.7391304347826086,0,1,0,1,0.4925,0,0,0
22839,1.0,1.0,0.43478260869565216,1,1,1,0,0.395,1,0,0
58845,1.0,1.0,0.5217391304347826,1,1,1,0,0.295,1,0,0
77419,1.0,1.0,0.5652173913043478,1,1,1,0,0.075,0,1,0
55871,1.0,1.0,0.9565217391304348,1,1,1,1,0.28,0,0,0
80998,1.0,1.0,0.5652173913043478,1,1,1,1,0.6175,0,0,0
27081,1.0,1.0,1.0,1,1,1,1,0.3875,0,0,0
28331,1.0,1.0,0.30434782608695654,0,0,0,1,0.0225,0,0,0
2291,1.0,0.0,0.34782608695652173,1,0,1,1,0.05,0,0,0
40130,1.0,0.0,0.6086956521739131,1,0,1,0,0.365,1,0,0
4912,1.0,1.0,0.34782608695652173,0,0,0,1,0.8475,0,0,0
25820,1.0,1.0,0.7391304347826086,1,1,1,1,0.7425,0,0,0
79000,1.0,1.0,0.5652173913043478,1,1,1,0,0.0275,1,0,0
62826,1.0,0.0,0.17391304347826086,1,0,1,0,0.0675,0,1,1
41933,1.0,1.0,0.9130434782608695,1,1,1,1,0.915,0,0,0
70869,1.0,0.0,0.34782608695652173,0,1,0,1,0.28500000000000003,0,0,0
1943,1.0,1.0,0.5652173913043478,1,1,1,1,0.605,0,0,0
7106,1.0,1.0,0.5217391304347826,1,1,1,0,0.365,1,0,0
54483,1.0,1.0,0.7391304347826086,1,1,1,1,0.545,0,0,0
20031,1.0,0.0,0.9130434782608695,1,0,1,1,0.875,0,0,0
82905,1.0,1.0,0.7826086956521738,1,1,1,0,0.0375,1,0,0
46719,1.0,1.0,0.4782608695652174,0,0,0,1,0.23,0,0,0
73755,0.0,0.0,0.5652173913043478,0,0,1,1,0.845,0,0,0
20920,1.0,1.0,0.9565217391304348,1,1,1,1,0.0125,0,0,0
56001,1.0,1.0,0.5652173913043478,1,1,1,1,0.3175,0,0,0
51590,1.0,0.0,0.8260869565217391,1,0,1,1,0.525,0,0,0
3967,1.0,1.0,0.43478260869565216,1,1,1,0,0.0725,1,0,0
64764,1.0,1.0,1.0,1,1,1,1,0.0475,0,0,0
22231,1.0,1.0,0.7826086956521738,1,1,1,1,0.03,0,0,0
76561,1.0,1.0,0.6521739130434783,0,0,0,0,0.015,0,1,0
81062,1.0,1.0,0.6086956521739131,1,1,1,1,0.715,0,0,0
27176,1.0,1.0,0.6086956521739131,0,0,0,0,0.0525,0,1,0
40864,1.0,1.0,0.6521739130434783,1,1,1,1,0.1475,0,0,0
39682,1.0,1.0,0.6956521739130435,1,1,1,1,0.8225,0,0,0
65186,1.0,1.0,0.6086956521739131,1,1,1,1,0.0125,0,0,0
61299,1.0,1.0,0.6956521739130435,1,1,1,0,0.0525,1,0,0
43326,1.0,1.0,0.7391304347826086,1,1,1,0,0.06,0,1,0
67392,1.0,1.0,0.30434782608695654,1,1,1,0,0.0575,1,0,0
1866,1.0,1.0,0.34782608695652173,1,1,1,0,0.0125,1,0,0
70672,1.0,1.0,0.5217391304347826,1,1,1,0,0.8025,1,0,0
75101,1.0,1.0,0.8260869565217391,0,0,0,0,0.04,1,0,0
24435,0.0,0.0,0.21739130434782608,0,0,1,1,0.775,0,0,0
77482,1.0,1.0,0.8260869565217391,1,1,1,0,0.32,1,0,0
45004,1.0,1.0,0.5652173913043478,1,1,1,1,0.9975,0,0,1
10445,1.0,1.0,1.0,0,0,0,1,0.645,0,0,0
56470,1.0,1.0,0.5652173913043478,1,1,1,1,0.225,0,0,0
64265,1.0,1.0,0.4782608695652174,1,1,1,1,0.78,0,0,0
28726,1.0,1.0,0.9130434782608695,1,1,1,0,0.0475,1,0,0
21826,1.0,1.0,0.5652173913043478,0,0,0,1,0.055,0,0,1
16886,1.0,0.0,0.5652173913043478,1,0,1,1,0.44,0,0,0
23077,1.0,1.0,0.30434782608695654,1,1,1,1,0.8775000000000001,0,0,0
37775,0.0,0.0,0.17391304347826086,0,0,1,0,0.0225,0,1,0
13897,1.0,1.0,0.34782608695652173,1,1,1,1,0.375,0,0,0
15132,1.0,1.0,0.34782608695652173,1,1,1,1,0.9725,0,0,0
36325,1.0,1.0,0.43478260869565216,1,1,1,0,0.0175,0,1,0
79446,1.0,1.0,0.9565217391304348,1,1,1,1,0.0125,0,0,0
46483,1.0,1.0,0.34782608695652173,1,1,1,0,0.8975,1,0,0
44164,1.0,1.0,0.34782608695652173,1,1,1,1,0.7525000000000001,0,0,0
63646,1.0,1.0,0.5652173913043478,0,0,0,1,0.065,0,0,0
52529,1.0,1.0,0.4782608695652174,0,0,0,0,0.52,1,0,0
2364,1.0,1.0,0.9130434782608695,1,1,1,1,0.015,0,0,0
52114,1.0,1.0,0.6956521739130435,0,0,0,0,0.77,1,0,1
91559,1.0,1.0,0.7826086956521738,1,1,1,1,0.20500000000000002,0,0,0
29877,1.0,1.0,0.5217391304347826,1,1,1,1,0.0425,0,0,1
6268,1.0,1.0,0.30434782608695654,1,1,1,0,0.9725,1,0,1
78665,1.0,0.0,0.7826086956521738,1,0,1,1,0.8725,0,0,0
52003,1.0,0.0,0.7826086956521738,0,1,0,0,0.6925,1,0,0
82173,1.0,1.0,0.9565217391304348,1,1,1,0,0.7975,1,0,0
34165,1.0,1.0,0.7826086956521738,0,0,0,1,0.47250000000000003,0,0,0
59931,1.0,1.0,0.7391304347826086,1,1,1,1,0.05,0,0,1
9449,1.0,0.0,0.9565217391304348,1,0,1,1,0.56,0,0,0
86230,1.0,1.0,0.3913043478260869,1,1,1,0,0.0375,1,0,0
51372,1.0,0.0,0.43478260869565216,1,0,1,1,0.615,0,0,1
33442,1.0,1.0,0.6521739130434783,1,1,1,0,0.055,0,1,0
19475,1.0,0.0,0.34782608695652173,1,0,1,0,0.0325,1,0,0
66674,1.0,1.0,0.4782608695652174,0,0,0,1,0.3175,0,0,0
4331,1.0,1.0,0.6521739130434783,1,1,1,1,0.0325,0,0,0
29825,1.0,1.0,0.30434782608695654,1,1,1,1,0.1625,0,0,0
68973,1.0,1.0,0.7826086956521738,1,1,1,0,0.0625,1,0,0
43033,1.0,1.0,1.0,1,1,1,0,0.055,1,0,1
25303,1.0,1.0,0.8260869565217391,1,1,1,0,0.0175,0,1,0
54566,1.0,1.0,0.7391304347826086,0,0,0,1,0.73,0,0,0
8071,1.0,1.0,0.9130434782608695,0,0,0,0,0.0275,1,0,0
65355,1.0,1.0,1.0,0,0,0,1,0.0675,0,0,0
11895,1.0,1.0,0.9565217391304348,1,1,1,1,0.7725,0,0,0
84970,1.0,1.0,0.6956521739130435,1,1,1,1,0.17,0,0,1
49676,1.0,1.0,0.5217391304347826,1,1,1,1,0.0175,0,0,1
17413,0.0,0.0,0.08695652173913043,0,0,1,1,0.0225,0,0,0
65361,1.0,1.0,0.5217391304347826,1,1,1,1,0.0325,0,0,0
98810,1.0,1.0,0.8695652173913043,1,1,1,0,0.66,1,0,0
26175,1.0,1.0,0.43478260869565216,1,1,1,1,0.1325,0,0,1
57937,1.0,1.0,0.4782608695652174,1,1,1,0,0.0275,1,0,1
83823,1.0,1.0,0.9130434782608695,1,1,1,0,0.045,1,0,0
79459,1.0,1.0,0.3913043478260869,1,1,1,1,0.11,0,0,0
26877,1.0,1.0,1.0,1,1,1,1,0.0325,0,0,0
85450,1.0,1.0,0.9565217391304348,1,1,1,0,0.0425,0,1,0
50124,1.0,1.0,0.8695652173913043,1,1,1,1,0.065,0,0,0
69040,1.0,1.0,0.6956521739130435,0,0,0,0,0.03,0,1,0
78530,1.0,1.0,0.4782608695652174,1,1,1,1,0.5750000000000001,0,0,0
89008,1.0,1.0,0.34782608695652173,0,0,0,0,0.9225,1,0,0
9471,1.0,1.0,0.3913043478260869,0,0,0,0,0.05,0,1,0
89278,1.0,1.0,0.5652173913043478,1,1,1,0,0.06,0,1,0
45667,1.0,1.0,0.8695652173913043,1,1,1,0,0.0375,0,1,1
13443,1.0,1.0,0.8695652173913043,0,0,0,0,0.035,1,0,0
90728,0.0,0.0,0.13043478260869565,0,0,1,0,0.04,0,1,0
39343,1.0,1.0,0.7826086956521738,1,1,1,0,0.42,1,0,0
44876,1.0,1.0,0.3913043478260869,1,1,1,1,0.8975,0,0,0
47503,1.0,0.0,0.5652173913043478,1,0,1,0,0.07,0,1,0
79706,1.0,1.0,0.3913043478260869,1,1,1,0,0.995,1,0,0
10098,1.0,1.0,0.8695652173913043,1,1,1,0,0.0625,0,1,0
45413,1.0,1.0,0.30434782608695654,1,1,1,1,0.0375,0,0,0
42737,1.0,0.0,0.34782608695652173,1,0,1,1,0.14250000000000002,0,0,1
73740,1.0,1.0,0.5217391304347826,1,1,1,1,0.09,0,0,0
63925,1.0,1.0,0.8695652173913043,1,1,1,1,0.39,0,0,0
90487,1.0,1.0,0.43478260869565216,0,0,0,1,0.105,0,0,0
50188,1.0,1.0,0.5652173913043478,0,0,0,1,0.2425,0,0,0
67253,1.0,1.0,0.4782608695652174,1,1,1,1,0.02,0,0,0
2818,1.0,1.0,0.34782608695652173,0,0,0,1,0.05,0,0,0
49643,1.0,1.0,0.30434782608695654,1,1,1,1,0.055,0,0,0
4979,1.0,1.0,0.30434782608695654,1,1,1,1,0.0725,0,0,0
84,1.0,1.0,0.30434782608695654,1,1,1,0,0.06,0,1,0
39225,1.0,1.0,0.6521739130434783,1,1,1,0,0.17,1,0,0
61274,1.0,1.0,0.6086956521739131,1,1,1,1,0.015,0,0,1
85477,0.0,0.0,0.0,0,0,1,0,0.5075000000000001,1,0,1
83221,1.0,0.0,0.8695652173913043,1,0,1,0,0.0425,1,0,1
22390,1.0,1.0,0.9565217391304348,1,1,1,0,0.3875,1,0,0
13173,1.0,1.0,0.4782608695652174,1,1,1,1,0.73,0,0,1
86268,0.0,0.0,0.7391304347826086,0,0,1,1,0.74,0,0,0
82384,1.0,1.0,0.3913043478260869,1,1,1,1,0.2775,0,0,0
58722,1.0,1.0,0.43478260869565216,1,1,1,1,0.7625000000000001,0,0,0
63749,1.0,1.0,0.5652173913043478,1,1,1,0,0.035,0,1,0
48226,1.0,1.0,0.5652173913043478,1,1,1,0,0.32,1,0,0
33488,1.0,1.0,0.7391304347826086,1,1,1,1,0.06,0,0,0
48182,1.0,1.0,0.43478260869565216,1,1,1,0,0.1225,1,0,0
64794,1.0,1.0,0.5652173913043478,1,1,1,1,0.3525,0,0,0
20910,1.0,1.0,0.7826086956521738,1,1,1,0,0.5750000000000001,1,0,0
87806,1.0,1.0,0.4782608695652174,1,1,1,1,0.6475,0,0,0
30662,0.0,0.0,0.6086956521739131,0,0,1,1,0.3375,0,0,0
44677,1.0,1.0,0.7391304347826086,1,1,1,1,0.56,0,0,0
10533,1.0,1.0,0.5652173913043478,1,1,1,1,0.7825,0,0,0
60604,1.0,1.0,0.3913043478260869,1,1,1,1,0.79,0,0,0
49655,0.0,0.0,0.043478260869565216,0,0,1,1,0.075,0,0,0
27198,0.0,0.0,0.5217391304347826,0,0,1,0,0.93,1,0,0
30614,1.0,1.0,0.4782608695652174,0,0,0,0,0.05,1,0,0
97381,1.0,1.0,0.4782608695652174,1,1,1,1,0.5975,0,0,0
35973,1.0,1.0,0.43478260869565216,1,1,1,0,0.0575,1,0,1
62909,1.0,1.0,0.9130434782608695,1,1,1,0,0.0675,0,1,0
92919,1.0,1.0,0.5217391304347826,1,1,1,0,0.0425,0,1,0
24805,1.0,1.0,0.5217391304347826,0,0,0,0,0.4175,1,0,0
4371,1.0,1.0,0.34782608695652173,1,1,1,0,0.0575,1,0,0
69242,1.0,1.0,0.5652173913043478,0,0,0,1,0.375,0,0,0
